pos_x,pos_y,rotation,side,designator,mpn,pack,footprint,value,mount_type
122.26,-92.131236,-90.0,top,J1,671-0801,,6710801,Поиск 1 X6 (Digital RGB),tht
111.0,-78.92,-90.0,top,J2,,,DSUB-9_Pins_Horizontal_P2.77x2.84mm_EdgePinOffset7.70mm_Housed_MountingHolesOffset9.12mm,CGA Out,tht
